Kod;BölünmeSonrasıSermaye(TL);Tarih;BedelliOran(%);BedelliNom.Tutar(TL);Diğer(*);BedelsizIKOran(%);BedelsizTemettüOran(%);NakitTem.Brüt(%);NakitTemettü(TL);HisseBaşıBrüt(TL)
GARAN;4200000000.0;2011-04-11;0.0;0.0;Nakit Temettü;0.0;0.0;13.571;570000000.0;0.1357142857142857
CIMSA;135084442.0;2011-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;70.2;94829278.28;0.7019999999703889
TOASO;500000000.0;2011-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;250000000.0;0.5
TUPRS;275256514.0;2011-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;297.84;745848545.28;2.7096490267983264
FROTO;350910000.0;2011-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;86.0;301782600.0;0.86
ISCTR;4500263995.120001;2011-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;15.3528;690869446.49;0.15351753746872748
EKGYO;2500000000.0;2011-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;7.0197;175493721.78;0.070197488712
AKBNK;4000000000.0;2011-03-23;0.0;0.0;Nakit Temettü;0.0;0.0;14.25;570000000.0;0.1425
EREGL;2150000000.0;2011-03-15;0.0;0.0;Bedelsiz Sermaye Artırımı;34.38;0.0;0.0;0.0;0.0
EKGYO;2500000000.0;2010-12-02;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2010-10-27;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;140364000.0;0.4
PETKM;1000000000.0;2010-07-02;0.0;0.0;Bedelsiz Sermaye Artırımı;388.4;0.0;0.0;0.0;0.0
KOZAL;152500000.0;2010-06-16;0.0;0.0;Bedelsiz Temettü;0.0;154.1666667;0.0;0.0;0.0
SISE;1144000000.0;2010-06-14;0.0;0.0;Bedelsiz Temettü;0.0;4.0;0.0;0.0;0.0
ASELS;235224000.0;2010-06-07;0.0;0.0;Bedelsiz Temettü;0.0;100.0;0.0;0.0;0.0
THYAO;1000000000.0;2010-06-04;0.0;0.0;Bedelsiz Temettü;0.0;14.29;0.0;0.0;0.0
ASELS;117612000.0;2010-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;49.0;57629880.0;0.49
ULKER;268600000.0;2010-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;4.028;14000000.0;0.05212211466865227
AEFES;450000000.0;2010-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;32.0;144000000.0;0.32
HEKTS;75857055.24000001;2010-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;6.5772;4989245.44;0.06577167310561685
MGROS;178030000.0;2010-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;110.0;195833000.0;1.1
BIMAS;151800000.0;2010-05-27;0.0;0.0;Bedelsiz Temettü;17.53583926;82.46416074;0.0;0.0;0.0
ENKAI;2200000000.0;2010-05-25;0.0;0.0;Bedelsiz Temettü;3.333333333;18.88888889;0.0;0.0;0.0
KOZAL;60000000.0;2010-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;45.83;27500000.0;0.4583333333333333
TTKOM;3500000000.0;2010-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;45.4204;1589712275.0;0.4542035071428571
BIMAS;75900000.0;2010-05-18;0.0;0.0;Nakit Temettü;0.0;0.0;175.0;132825000.0;1.75
ENKAI;1800000000.0;2010-05-17;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;144000000.0;0.08
TCELL;2200000000.0;2010-05-17;0.0;0.0;Nakit Temettü;0.0;0.0;39.0572;859259101.0;0.39057231863636366
SAHOL;2040403931.0;2010-05-13;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;204040393.1;0.09999999999999999
KCHOL;2415141000.0;2010-05-03;0.0;0.0;Nakit Temettü;0.0;0.0;12.84;310000000.0;0.12835689510467505
AKBNK;4000000000.0;2010-04-16;0.0;0.0;Bedelsiz Sermaye Artırımı;33.33;0.0;0.0;0.0;0.0
CIMSA;135084442.0;2010-04-15;0.0;0.0;Nakit Temettü;0.0;0.0;60.6;81861171.85;0.6059999999851944
GARAN;4200000000.0;2010-04-12;0.0;0.0;Nakit Temettü;0.0;0.0;8.333;350000000.0;0.08333333333333333
TUPRS;275256514.0;2010-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;250.0;626048000.0;2.2744166555854877
TOASO;500000000.0;2010-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;26.0;130000000.0;0.26
FROTO;350910000.0;2010-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;74.0;259673400.0;0.74
ISCTR;4500263995.120001;2010-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;17.8915;550988910.76;0.1224347974602116
AKBNK;3000000000.0;2010-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;18.0;540000000.0;0.18
ISCTR;4500263995.120001;2010-02-24;0.0;0.0;Bedelsiz Sermaye Artırımı;46.11855;0.0;0.0;0.0;0.0
KOZAL;60000000.0;2010-02-12;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
SAHOL;2040403931.0;2010-01-14;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
BIMAS;75900000.0;2009-11-23;0.0;0.0;Nakit Temettü;0.0;0.0;45.0;34155000.0;0.45
FROTO;350910000.0;2009-11-23;0.0;0.0;Nakit Temettü;0.0;0.0;87.0;305291700.0;0.87
EREGL;1600000000.0;2009-10-27;0.0;0.0;Bedelsiz Sermaye Artırımı;39.27;0.0;0.0;0.0;0.0
GARAN;4200000000.0;2009-09-10;0.0;0.0;Nakit Temettü;0.0;0.0;6.548;275000000.0;0.06547619047619048
MGROS;178030000.0;2009-08-04;0.0;0.0;Nakit Temettü;0.0;0.0;1400.0;2492420000.0;14.0
SAHOL;1900000000.0;2009-06-29;0.0;0.0;Bedelsiz Temettü;0.0;5.555555556;0.0;0.0;0.0
KRDMD;601427961.4840001;2009-06-25;0.0;0.0;Bedelsiz Temettü;0.0;59.77372401;0.0;0.0;0.0
THYAO;875000000.0;2009-06-25;0.0;0.0;Bedelsiz Temettü;313.7676841;86.23231586;0.0;0.0;0.0
KCHOL;2415141000.0;2009-06-18;0.0;0.0;Bedelsiz Temettü;0.0;20.0;0.0;0.0;0.0
SISE;1100000000.0;2009-06-15;0.0;0.0;Bedelsiz Temettü;4.273410056;5.046382082;0.0;0.0;0.0
HEKTS;75857055.24000001;2009-06-12;0.0;0.0;Bedelsiz Temettü;2.35;15.56454194;0.0;0.0;0.0
ISCTR;3079902666.120001;2009-06-11;0.0;0.0;Bedelsiz Temettü;0.0;11.719;0.0;0.0;0.0
ENKAI;1800000000.0;2009-06-03;0.0;0.0;Bedelsiz Temettü;0.0;50.0;0.0;0.0;0.0
ASELS;117612000.0;2009-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;5880600.0;0.05
ULKER;268600000.0;2009-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;1.121510316;3012376.71;0.011215103164556962
AEFES;450000000.0;2009-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;25.8;116100000.0;0.258
BIMAS;75900000.0;2009-05-27;0.0;0.0;Nakit Temettü;0.0;0.0;80.0;60720000.0;0.8
TTKOM;3500000000.0;2009-05-27;0.0;0.0;Nakit Temettü;0.0;0.0;42.57591362;1490156977.0;0.42575913628571427
CIMSA;135084442.0;2009-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;42.94;58005259.39;0.42939999996446665
THYAO;175000000.0;2009-05-21;0.0;0.0;Nakit Temettü;0.0;0.0;56.69357383;99213754.21;0.5669357383428572
ENKAI;1200000000.0;2009-05-18;0.0;0.0;Nakit Temettü;0.0;0.0;9.0;108000000.0;0.09
TCELL;2200000000.0;2009-05-18;0.0;0.0;Nakit Temettü;0.0;0.0;49.91787391;1098193226.0;0.4991787390909091
SAHOL;1800000000.0;2009-05-14;0.0;0.0;Nakit Temettü;0.0;0.0;7.5;135000000.0;0.075
TOASO;500000000.0;2009-04-13;0.0;0.0;Nakit Temettü;0.0;0.0;7.2;36000000.0;0.072
FROTO;350910000.0;2009-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;25.99982902;91236000.0;0.25999829015987
TUPRS;275256514.0;2009-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;231.4;579470029.0;2.1052000571365226
ISCTR;2756853354.7200007;2009-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;6.0;165393300.0;0.05999350662480128
AKBNK;3000000000.0;2009-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;12.0;360000000.0;0.12
TAVHL;363281250.0;2009-01-30;50.0;121093750.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2008-10-14;0.0;0.0;Nakit Temettü;0.0;0.0;55.0;193000500.0;0.55
KCHOL;2012617500.0;2008-07-28;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
YKBNK;4347051284.0;2008-07-18;26.84523585;920000000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
BIMAS;75900000.0;2008-06-27;0.0;0.0;Bedelsiz Temettü;0.0;200.0;0.0;0.0;0.0
ASELS;117612000.0;2008-06-26;0.0;0.0;Bedelsiz Temettü;221.0;79.0;0.0;0.0;0.0
GARAN;4200000000.0;2008-06-09;100.0;2100000000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
TTKOM;3500000000.0;2008-06-02;0.0;0.0;Nakit Temettü;0.0;0.0;78.4;2743604970.0;0.7838871342857143
ASELS;29403000.0;2008-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;95.0;27932850.0;0.95
HEKTS;64334712.21000001;2008-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;12.51865594;8053838.43;0.12518651523163468
ULKER;268600000.0;2008-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;9.062263961;24341241.0;0.09062263961280714
AEFES;450000000.0;2008-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;25.3;113850000.0;0.253
BIMAS;25300000.0;2008-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;190.0;48070000.0;1.9
EREGL;1148812500.0;2008-05-28;0.0;0.0;Bedelsiz ve Nakit Temettü;0.0;36.11224;35.331;298202993.0;0.3533133373261368
ENKAI;1200000000.0;2008-05-26;0.0;0.0;Bedelsiz ve Nakit Temettü;0.0;33.33333333;6.0;54000000.0;0.06
SAHOL;1800000000.0;2008-05-22;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;180000000.0;0.1
KCHOL;2007555000.0;2008-05-22;0.0;0.0;Bedelsiz Temettü;0.0;15.0;0.0;0.0;0.0
TCELL;2200000000.0;2008-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;29.48699;648713951.0;0.29486997772727275
TTKOM;3500000000.0;2008-05-15;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
TOASO;500000000.0;2008-05-12;0.0;0.0;Nakit Temettü;0.0;0.0;18.0;90000000.0;0.18
MGROS;178030000.0;2008-05-01;0.0;0.0;Nakit Temettü;0.0;0.0;59.25684;105494955.0;0.5925684154356008
TUPRS;275256514.0;2008-05-01;0.0;0.0;Nakit Temettü;0.0;0.0;418.5;1048004352.0;3.8073734814501066
CIMSA;135084442.0;2008-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;111.0;149943730.6;1.1099999998519443
FROTO;350910000.0;2008-04-09;0.0;0.0;Nakit Temettü;0.0;0.0;70.0;245637000.0;0.7
ISCTR;2756853354.7200007;2008-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;21.36627;588973119.79;0.2136396260546905
AKBNK;3000000000.0;2008-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;24.0;720000000.0;0.24
SISE;1006222184.0;2008-02-06;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
ULKER;268600000.0;2007-12-28;0.0;0.0;Bedelsiz Sermaye Artırımı;11.41206287;0.0;0.0;0.0;0.0
CIMSA;135084442.0;2007-11-09;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
MGROS;178030000.0;2007-11-09;0.0;0.0;Bedelsiz Sermaye Artırımı;1.000264;0.0;0.0;0.0;0.0
YKBNK;3427051284.0;2007-10-26;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2007-10-10;0.0;0.0;Nakit Temettü;0.0;0.0;59.5;208791450.0;0.595
SISE;949416000.0;2007-10-10;0.0;0.0;Bedelsiz Sermaye Artırımı;124.1832349;0.0;0.0;0.0;0.0
AEFES;450000000.0;2007-09-17;0.0;0.0;Bedelsiz Sermaye Artırımı;298.6646;0.0;0.0;0.0;0.0
AKBNK;3000000000.0;2007-06-28;0.0;0.0;Bedelsiz Sermaye Artırımı;25.0;0.0;0.0;0.0;0.0
KCHOL;1745700000.0;2007-06-08;33.0;417450000.0;Bedelli ve Bedelsiz Sermaye Artırımı;0.652173913;4.347826087;0.0;0.0;0.0
ASELS;29403000.0;2007-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;80.0;23522400.0;0.8
TUPRS;275256514.0;2007-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;263.45;659729382.4;2.396780271655987
ULKER;241087000.0;2007-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;10.01713075;24150000.0;0.10017130745332598
ENKAI;900000000.0;2007-05-30;0.0;0.0;Bedelsiz Temettü;25.83333333;24.16666667;0.0;0.0;0.0
EREGL;844018500.0;2007-05-29;0.0;0.0;Bedelsiz ve Nakit Temettü;21.319987;51.6800007;14.7;71717184.0;0.147
AEFES;112876818.0;2007-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;85.0;95945296.0;0.8500000062014506
ENKAI;600000000.0;2007-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;7.5;45000000.0;0.075
SAHOL;1800000000.0;2007-05-21;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;180000000.0;0.1
YKBNK;3149450000.0;2007-05-21;0.0;0.0;Bedelsiz Sermaye Artırımı;0.211006331;0.0;0.0;0.0;0.0
BIMAS;25300000.0;2007-05-16;0.0;0.0;Nakit Temettü;0.0;0.0;220.0;55660000.0;2.2
CIMSA;121305600.0;2007-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;87.0;105535872.0;0.87
MGROS;176266865.995;2007-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;22.6929;40000000.0;0.2269286389940957
SISE;423500000.0;2007-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;63525000.0;0.15
TOASO;500000000.0;2007-05-14;0.0;0.0;Nakit Temettü;0.0;0.0;12.0;60000000.0;0.12
GARAN;2100000000.0;2007-04-24;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;105000000.0;0.05
TCELL;2200000000.0;2007-04-16;0.0;0.0;Nakit Temettü;0.0;0.0;25.774536;567039784.0;0.2577453563636364
FROTO;350910000.0;2007-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;55.0;193000500.0;0.55
HEKTS;64334712.21000001;2007-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;7.5;4825104.0;0.07500000908141156
ISCTR;2756853354.7200007;2007-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;14.51;400029333.0;0.1451035951241697
AKBNK;2400000000.0;2007-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;30.0;660000000.0;0.275
AKBNK;2400000000.0;2007-01-05;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
ISCTR;2756853354.7200007;2006-11-03;0.0;0.0;Bedelsiz Sermaye Artırımı;39.99999;0.0;0.0;0.0;0.0
YKBNK;3142818454.1;2006-10-10;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2006-09-06;0.0;0.0;Nakit Temettü;0.0;0.0;88.49537374;310539116.0;0.8849537374255507
MGROS;176266865.995;2006-08-03;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
TCELL;2200000000.0;2006-06-12;0.0;0.0;Bedelsiz Sermaye Artırımı;2.78517082186502;15.8204151547983;0.0;0.0;0.0
AKBNK;2200000000.0;2006-06-08;0.0;0.0;Bedelsiz Sermaye Artırımı;22.22191368;0.0;0.0;0.0;0.0
KCHOL;1265000000.0;2006-06-01;0.0;0.0;Bedelsiz Temettü;1.739130435;8.260869565;0.0;0.0;0.0
ASELS;29403000.0;2006-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;90.0;26462700.0;0.9
EREGL;487872000.0;2006-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;18.827644;91854806.5;0.18827644648596353
HEKTS;64334712.21000001;2006-05-31;0.0;0.0;Bedelsiz Sermaye Artırımı;7.45;11.18999941;0.0;0.0;0.0
TUPRS;275256514.0;2006-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;193.62;484868221.18;1.7615140660395052
ULKER;241087000.0;2006-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;8.710548;21000000.0;0.08710548474202259
AEFES;112876818.0;2006-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;85.0;95945295.53;0.8500000020376195
TCELL;1854887341.0;2006-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;27.4451;509075181.0;0.27445072794854986
ENKAI;600000000.0;2006-05-24;0.0;0.0;Bedelsiz ve Nakit Temettü;96.66666667;3.333333333;10.0;30000000.0;0.1
SAHOL;1800000000.0;2006-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;7.0;126000000.0;0.07
TOASO;500000000.0;2006-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;50000000.0;0.1
MGROS;158354999.995;2006-05-08;0.0;0.0;Bedelsiz Temettü;0.0;15.0;0.0;0.0;0.0
CIMSA;121305600.0;2006-05-04;0.0;0.0;Nakit Temettü;0.0;0.0;37.0;44883072.0;0.37
YKBNK;1896662494.1;2006-04-27;0.0;0.0;Bedelsiz Sermaye Artırımı;152.1002;0.0;0.0;0.0;0.0
SAHOL;1800000000.0;2006-04-24;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;0.0;0.0;0.0;0.0
BIMAS;25300000.0;2006-04-20;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;25300000.0;1.0
GARAN;2100000000.0;2006-04-12;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;105000000.0;0.05
FROTO;350910000.0;2006-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;140364000.0;0.4
ISCTR;1969210278.7200007;2006-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;15.58;306850219.0;0.1558239982372297
AKBNK;1800004544.0;2006-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;30.0;540001363.2;0.30000000000000004
TAVHL;242187500.0;2006-02-10;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2005-12-27;0.0;0.0;Nakit Temettü;0.0;0.0;23.0;80709300.0;0.23
ULKER;241087000.0;2005-12-23;0.0;0.0;Bedelsiz Sermaye Artırımı;1.0;0.0;0.0;0.0;0.0
AKBNK;1800004544.0;2005-10-07;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2005-09-30;0.0;0.0;Nakit Temettü;0.0;0.0;54.0;189491400.0;0.54
KCHOL;1150000000.0;2005-08-15;15.0;150000000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
KRDMD;376424825.4840001;2005-07-27;0.0;0.0;Bedelsiz Sermaye Artırımı;165.993702;0.0;0.0;0.0;0.0
ISCTR;1969210278.7200007;2005-07-22;0.0;0.0;Bedelsiz Sermaye Artırımı;20.0;0.0;0.0;0.0;0.0
TOASO;500000000.0;2005-07-18;0.0;0.0;Bedelsiz Sermaye Artırımı;11.1111111;0.0;0.0;0.0;0.0
GARAN;2100000000.0;2005-07-11;0.0;0.0;Bedelsiz Sermaye Artırımı;75.0;0.0;0.0;0.0;0.0
BIMAS;25300000.0;2005-07-06;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
AKBNK;1800000000.0;2005-07-01;0.0;0.0;Bedelsiz Sermaye Artırımı;20.0;0.0;0.0;0.0;0.0
SASA;834822304.0900035;2005-06-10;0.0;0.0;Bedelsiz Sermaye Artırımı;20.0;0.0;0.0;0.0;0.0
HEKTS;54226835.21000001;2005-06-01;0.0;0.0;Bedelsiz Temettü;15.59;9.41;0.0;0.0;0.0
ENKAI;300000000.0;2005-05-31;0.0;0.0;Bedelsiz ve Nakit Temettü;15.0;35.0;15.0;30000000.0;0.15
TCELL;1854887341.0;2005-05-31;0.0;0.0;Bedelsiz Sermaye Artırımı;9.91;15.87;0.0;0.0;0.0
SISE;423500000.0;2005-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;7.2;30492000.0;0.072
ULKER;238700000.0;2005-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;8.3787;20000000.0;0.08378718056137412
AEFES;112876818.0;2005-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;85.0;95945295.53;0.8500000020376195
ASELS;29403000.0;2005-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;70.0;20582100.0;0.7
EREGL;487872000.0;2005-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;79.0;385418880.0;0.79
KCHOL;1000000000.0;2005-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;100000000.0;0.1
BIMAS;14389365.0;2005-05-27;0.0;0.0;Nakit Temettü;0.0;0.0;79.46;20103000.0;1.3970734636309525
FROTO;350910000.0;2005-05-27;0.0;0.0;Bedelsiz Sermaye Artırımı;20.0;0.0;0.0;0.0;0.0
TCELL;1474639361.0;2005-05-17;0.0;0.0;Nakit Temettü;0.0;0.0;16.9619;250127565.0;0.16961948230540957
MGROS;137699999.995;2005-05-16;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;20655000.0;0.1500000000054466
SAHOL;1200000000.0;2005-05-12;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;120000000.0;0.1
TUPRS;275256514.0;2005-05-05;0.0;0.0;Nakit Temettü;0.0;0.0;212.45;532024358.18;1.9328311270410117
TOASO;450000000.0;2005-05-02;0.0;0.0;Nakit Temettü;0.0;0.0;6.6666667;30000000.0;0.06666666666666667
CIMSA;121305600.0;2005-04-28;0.0;0.0;Nakit Temettü;0.0;0.0;39.0;47309184.0;0.39
ISCTR;1641025624.7200007;2005-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;12.65;207600688.12;0.12650667058012685
FROTO;292425000.0;2005-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;60.0;175455000.0;0.6
AKBNK;1500000000.0;2005-03-28;0.0;0.0;Nakit Temettü;0.0;0.0;25.0;375000000.0;0.25
KCHOL;1000000000.0;2005-03-04;0.0;0.0;Bedelsiz Sermaye Artırımı;26.6223488;0.0;0.0;0.0;0.0
ENKAI;200000000.0;2005-01-10;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
ULKER;238700000.0;2004-12-29;0.0;0.0;Bedelsiz Sermaye Artırımı;8.18;1.816;0.0;0.0;0.0
GARAN;1200000000.0;2004-10-04;0.0;0.0;Bedelsiz Sermaye Artırımı;45.97869;0.0;0.0;0.0;0.0
FROTO;292425000.0;2004-08-31;0.0;0.0;Nakit Temettü;0.0;0.0;18.755705;54846369.169;0.1875570459741814
SISE;423500000.0;2004-08-17;5.065;20415200.0;Bedelli ve Bedelsiz Sermaye Artırımı;0.02104;0.0;0.0;0.0;0.0
ISCTR;1641025624.7200007;2004-08-13;0.0;0.0;Bedelsiz Sermaye Artırımı;15.0;0.0;0.0;0.0;0.0
TCELL;1474639361.0;2004-07-30;0.0;0.0;Bedelsiz Sermaye Artırımı;171.2961512;23.631721;0.0;0.0;0.0
SISE;403000000.0;2004-06-30;0.0;0.0;Nakit Temettü;0.0;0.0;7.15789;20400000.0;0.050620347394540945
ULKER;217000000.000089;2004-06-30;0.0;0.0;Nakit Temettü;0.0;0.0;1.82;3940962.831312;0.0181611190382967
TCELL;500000000.0;2004-06-21;0.0;0.0;Bedelsiz ve Nakit Temettü;0.0;0.0;23.631721;118158605.0;0.23631721
AEFES;112876818.0;2004-06-14;0.0;0.0;Nakit Temettü;0.0;0.0;75.0;84657613.701;0.7500000017807023
EREGL;487872000.0;2004-06-14;200.0;88704000.0;Bedelli, bedelsiz, nakit temettü;800.0;0.0;100.0;44352000.0;1.0
AKBNK;1500000000.0;2004-06-07;0.0;0.0;Bedelsiz Temettü;0.0;25.0;0.0;0.0;0.0
KCHOL;789750000.0;2004-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;5.4;42646500.0;0.054
FROTO;292425000.0;2004-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;58485000.0;0.2
MGROS;137699999.995;2004-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;13.0;17901000.0;0.1300000000047204
SAHOL;1200000000.0;2004-05-18;0.0;0.0;Nakit Temettü;0.0;0.0;13.4;134000000.0;0.11166666666666666
ENKAI;100000000.0;2004-05-12;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;20000000.0;0.2
HEKTS;43381472.21000001;2004-05-12;0.0;0.0;Bedelsiz Sermaye Artırımı;40.0;0.0;0.0;0.0;0.0
SISE;403000000.0;2004-05-10;0.0;0.0;Bedelsiz Sermaye Artırımı;41.4;0.0;0.0;0.0;0.0
KRDMD;141516442.4840001;2004-05-04;0.0;0.0;Bedelsiz Sermaye Artırımı;343.0;0.0;0.0;0.0;0.0
CIMSA;121305600.0;2004-04-28;0.0;0.0;Nakit Temettü;0.0;0.0;21.0;25474176.0;0.21
TUPRS;275256514.0;2004-04-20;0.0;0.0;Nakit Temettü;0.0;0.0;142.26;356259658.8;1.2942823899891431
SAHOL;1200000000.0;2004-04-19;0.0;0.0;Bedelsiz Sermaye Artırımı;20.0;0.0;0.0;0.0;0.0
ISCTR;1426992154.7200007;2004-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;9.62;137225627.36;0.09616424792953815
AKBNK;1200000000.0;2004-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;25.0;300000000.0;0.25
ULKER;217000000.000089;2004-02-23;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
KCHOL;789750000.0;2004-01-19;0.0;0.0;Bedelsiz Sermaye Artırımı;187.4378879;0.0;0.0;0.0;0.0
MGROS;137699999.995;2004-01-16;0.0;0.0;Bedelsiz Sermaye Artırımı;150.0;0.0;0.0;0.0;0.0
ISCTR;1426992154.7200007;2003-12-29;0.0;0.0;Bedelli ve Bedelsiz Sermaye Artırımı;70.0;6.0;0.0;0.0;0.0
ENKAI;100000000.0;2003-12-24;0.0;0.0;Bedelsiz Sermaye Artırımı;98.58767;0.0;0.0;0.0;0.0
SASA;798772304.0900035;2003-12-18;0.0;0.0;Bedelsiz Sermaye Artırımı;150.0;0.0;0.0;0.0;0.0
KCHOL;274755010.8;2003-12-15;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
CIMSA;121305600.0;2003-12-12;0.0;0.0;Bedelsiz Sermaye Artırımı;80.0;0.0;0.0;0.0;0.0
KRDMD;31945020.454000086;2003-12-10;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
FROTO;292425000.0;2003-09-30;0.0;0.0;Bedelsiz Sermaye Artırımı;300.0;0.0;0.0;0.0;0.0
AEFES;112876818.0;2003-09-29;0.0;0.0;Bedelsiz Sermaye Artırımı;125.0;0.0;0.0;0.0;0.0
